who.entered,date,picture,site,tag,color,leaf.iteration,pustule.number,max.diam (mm),min.diam (mm),N.pustules,N.pustule.count.confidence,pustule.ID.confidence,notes
BG,7/27/20,C1-1737,BT,131,pink,1,13,0.116,0.097,14,Yes,Yes,
BG,7/27/20,C1-1737,BT,131,pink,1,14,0.111,0.085,14,Yes,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,1,0.798,0.672,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,3,0.37,0.3,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,5,0.462,0.384,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,6,0.491,0.407,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,7,0.331,0.275,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,8,0.483,0.4,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,9,,,12,No,Yes,Not visible in pic
BG,7/29/20,C1-1810,BT,131,pink,1,10,0.41,0.358,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,11,0.426,0.324,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,12,0.369,0.341,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,13,0.143,0.109,12,No,Yes,
BG,7/29/20,C1-1810,BT,131,pink,1,14,,,12,No,Yes,Not visible in pic
BG,7/1/20,C2-0152,BT,131,orange,1,1,0.514,0.405,1,Yes,Yes,
BG,7/3/20,C1-0877,BT,131,orange,1,1,0.702,0.567,2,Yes,Yes,
BG,7/3/20,C1-0877,BT,131,orange,1,2,0.301,0.195,2,Yes,Yes,
BG,7/6/20,C1-0937,BT,131,orange,1,1,0.688,0.426,2,Yes,Yes,Leaf not completely flat
BG,7/6/20,C1-0937,BT,131,orange,1,2,0.41,0.239,2,Yes,Yes,Leaf not completely flat
BG,7/8/20,C2-0272,BT,131,orange,1,1,0.644,0.578,7,Yes,Yes,
BG,7/8/20,C2-0272,BT,131,orange,1,2,0.48,0.365,7,Yes,Yes,
BG,7/8/20,C2-0272,BT,131,orange,1,3,0.215,0.16,7,Yes,Yes,
BG,7/8/20,C2-0272,BT,131,orange,1,4,0.12,0.093,7,Yes,Yes,
BG,7/8/20,C2-0272,BT,131,orange,1,5,0.224,0.179,7,Yes,Yes,
BG,7/8/20,C2-0272,BT,131,orange,1,6,0.146,0.103,7,Yes,Yes,
BG,7/8/20,C2-0272,BT,131,orange,1,7,0.158,0.087,7,Yes,Yes,
BG,7/13/20,C1-1167,BT,131,orange,2,1,0.844,0.727,3,Yes,Yes,
BG,7/13/20,C1-1167,BT,131,orange,2,2,0.413,0.326,3,Yes,Yes,
BG,7/13/20,C1-1167,BT,131,orange,2,3,0.142,0.072,3,Yes,Yes,
BG,7/16/20,C2-0405,BT,131,orange,2,1,0.77,0.668,7,Yes,Yes,
BG,7/16/20,C2-0406,BT,131,orange,2,2,0.612,0.436,7,Yes,Yes,
BG,7/16/20,C2-0407,BT,131,orange,2,3,0.412,0.363,7,Yes,Yes,
BG,7/16/20,C2-0408,BT,131,orange,2,4,0.356,0.211,7,Yes,Yes,
BG,7/16/20,C2-0409,BT,131,orange,2,5,0.372,0.29,7,Yes,Yes,
BG,7/16/20,C2-0410,BT,131,orange,2,6,0.375,0.248,7,Yes,Yes,
BG,7/16/20,C2-0411,BT,131,orange,2,7,0.254,0.21,7,Yes,Yes,
BG,7/20/20,C2-0460,BT,131,orange,2,1,0.866,0.661,7,Yes,Yes,
BG,7/20/20,C2-0460,BT,131,orange,2,2,0.6,0.521,7,Yes,Yes,
BG,7/20/20,C2-0460,BT,131,orange,2,3,0.516,0.463,7,Yes,Yes,
BG,7/20/20,C2-0460,BT,131,orange,2,4,0.411,0.294,7,Yes,Yes,
BG,7/20/20,C2-0460,BT,131,orange,2,5,0.483,0.413,7,Yes,Yes,
BG,7/20/20,C2-0460,BT,131,orange,2,6,0.425,0.323,7,Yes,Yes,
BG,7/20/20,C2-0460,BT,131,orange,2,7,0.274,0.239,7,Yes,Yes,
BG,7/22/20,C1-1550,BT,131,orange,2,1,0.816,0.624,8,Yes,Yes,
BG,7/22/20,C1-1550,BT,131,orange,2,2,,,8,Yes,Yes,Merged with 4
BG,7/22/20,C1-1550,BT,131,orange,2,3,0.503,0.455,8,Yes,Yes,
BG,7/22/20,C1-1550,BT,131,orange,2,4,,,8,Yes,Yes,Merged with 2
BG,7/22/20,C1-1550,BT,131,orange,2,5,0.431,0.389,8,Yes,Yes,
BG,7/22/20,C1-1550,BT,131,orange,2,6,0.369,0.322,8,Yes,Yes,
BG,7/22/20,C1-1550,BT,131,orange,2,7,0.304,0.227,8,Yes,Yes,
BG,7/22/20,C1-1550,BT,131,orange,2,8,0.252,0.192,8,Yes,Yes,
BG,7/27/20,C1-1738,BT,131,orange,2,1,0.709,0.436,8,Yes,Yes,
BG,7/27/20,C1-1738,BT,131,orange,2,3,0.598,0.483,8,Yes,Yes,
BG,7/27/20,C1-1738,BT,131,orange,2,5,0.389,0.336,8,Yes,Yes,
BG,7/27/20,C1-1738,BT,131,orange,2,6,,,8,Yes,Yes,Part of leaf not flat
BG,7/27/20,C1-1738,BT,131,orange,2,7,,,8,Yes,Yes,Part of leaf not flat
BG,7/27/20,C1-1738,BT,131,orange,2,8,0.373,0.142,8,Yes,Yes,
BG,7/1/20,C2-0153,BT,131,green,1,1,0.743,0.566,1,Yes,Yes,
BG,7/3/20,C1-0878,BT,131,green,1,1,0.846,0.67,1,Yes,Yes,
BG,7/6/20,C1-0938,BT,131,green,1,1,0.891,0.732,2,Yes,Yes,
BG,7/6/20,C1-0938,BT,131,green,1,2,0.349,0.261,2,Yes,Yes,
BG,7/8/20,C2-0273,BT,131,green,1,1,0.946,0.775,2,Yes,Yes,
BG,7/8/20,C2-0273,BT,131,green,1,2,0.462,0.407,2,Yes,Yes,
BG,7/8/20,C2-0273,BT,131,green,1,3,0.24,0.164,2,Yes,Yes,
BG,7/13/20,C1-1168,BT,131,green,1,1,0.82,0.577,2,Yes,Yes,
BG,7/13/20,C1-1168,BT,131,green,1,2,0.459,0.312,2,Yes,Yes,
BG,7/13/20,C1-1168,BT,131,green,1,3,0.243,0.196,2,Yes,Yes,
BG,7/16/20,C2-0406,BT,131,green,1,1,0.813,0.485,2,Yes,Yes,
BG,7/16/20,C2-0406,BT,131,green,1,2,0.364,0.308,2,Yes,Yes,
BG,7/16/20,C2-0406,BT,131,green,1,3,0.2,0.106,2,Yes,Yes,
BG,7/20/20,C2-0461,BT,131,green,1,1,0.819,0.539,2,Yes,Yes,
BG,7/20/20,C2-0461,BT,131,green,1,2,0.453,0.377,2,Yes,Yes,
BG,7/20/20,C2-0461,BT,131,green,1,3,0.228,0.155,2,Yes,Yes,
BG,7/22/20,C1-1551,BT,131,green,1,1,0.731,0.432,2,Yes,Yes,
BG,7/22/20,C1-1551,BT,131,green,1,2,0.43,0.279,2,Yes,Yes,
BG,7/22/20,C1-1551,BT,131,green,1,3,0.164,0.092,2,Yes,Yes,
BG,7/27/20,C1-1739,BT,131,green,2,1,0.649,0.542,2,Yes,Yes,
BG,7/27/20,C1-1739,BT,131,green,2,2,0.686,0.449,2,Yes,Yes,
BG,7/29/20,C1-1811,BT,131,green,2,1,0.696,0.539,2,Yes,Yes,
BG,7/29/20,C1-1811,BT,131,green,2,2,0.71,0.468,2,Yes,Yes,
BG,7/29/20,C1-1811,BT,131,green,2,3,0.32,0.221,2,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,1,1.124,0.786,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,2,1.024,0.538,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,3,0.824,0.529,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,4,0.406,0.315,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,5,0.681,0.434,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,6,0.443,0.418,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,7,0.454,0.383,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,8,0.447,0.322,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,9,0.434,0.325,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,10,0.488,0.417,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,11,0.486,0.342,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,12,0.503,0.466,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,13,0.521,0.404,18,Yes,Yes,
BG,6/23/20,C2-0026,BT,132,pink,1,14,0.623,0.478,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,1,1.063,0.651,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,2,1.029,0.417,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,3,0.818,0.38,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,4,0.341,0.207,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,5,0.646,0.377,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,6,,,18,Yes,Yes,Covered by other leaf in pic
BG,6/24/20,C2-0053,BT,132,pink,1,7,,,18,Yes,Yes,Merged with 8
BG,6/24/20,C2-0053,BT,132,pink,1,8,,,18,Yes,Yes,Merged with 7
BG,6/24/20,C2-0053,BT,132,pink,1,9,0.367,0.279,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,10,0.497,0.366,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,11,0.369,0.245,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,12,0.475,0.369,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,13,0.491,0.382,18,Yes,Yes,
BG,6/24/20,C2-0053,BT,132,pink,1,14,0.503,0.414,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,1,1.25,0.822,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,2,0.998,0.477,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,3,0.845,0.447,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,4,0.276,0.213,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,5,0.641,0.49,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,6,0.473,0.428,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,9,0.397,0.267,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,10,0.511,0.372,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,11,,,18,Yes,Yes,Merged with 12
BG,6/26/20,C1-0708,BT,132,pink,1,12,,,18,Yes,Yes,Merged with 11
BG,6/26/20,C1-0708,BT,132,pink,1,13,0.502,0.441,18,Yes,Yes,
BG,6/26/20,C1-0708,BT,132,pink,1,14,0.619,0.503,18,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,1,1.403,1.069,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,2,1.161,0.557,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,3,0.89,0.473,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,4,0.265,0.217,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,5,0.556,0.423,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,6,0.443,0.4,24,Yes,Yes,Pustule not flat
BG,6/29/20,C1-0747,BT,132,pink,1,9,,,24,Yes,Yes,Pustule not flat
BG,6/29/20,C1-0747,BT,132,pink,1,10,,,24,Yes,Yes,Pustule not flat
BG,6/29/20,C1-0747,BT,132,pink,1,13,,,24,Yes,Yes,Pustule not flat
BG,6/29/20,C1-0747,BT,132,pink,1,14,,,24,Yes,Yes,Not visible in pic
BG,6/29/20,C1-0747,BT,132,pink,1,15,0.426,0.299,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,16,0.284,0.253,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,17,0.433,0.31,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,18,0.303,0.2,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,19,0.325,0.239,24,Yes,Yes,
BG,6/29/20,C1-0747,BT,132,pink,1,20,0.158,0.112,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,1,1.148,1.053,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,2,1.031,0.451,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,3,0.727,0.485,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,4,0.205,0.073,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,5,0.595,0.331,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,6,0.428,0.295,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,7,0.38,0.311,24,Yes,Yes,Unmerged
BG,7/1/20,C2-0154,BT,132,pink,1,8,0.384,0.31,24,Yes,Yes,Unmerged
BG,7/1/20,C2-0154,BT,132,pink,1,9,0.362,0.24,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,10,0.41,0.319,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,13,,,24,Yes,Yes,Pustule not flat
BG,7/1/20,C2-0154,BT,132,pink,1,14,0.474,0.324,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,15,0.415,0.285,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,16,0.36,0.285,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,17,0.441,0.371,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,18,0.36,0.282,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,19,0.347,0.26,24,Yes,Yes,
BG,7/1/20,C2-0154,BT,132,pink,1,20,0.264,0.212,24,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,1,0.45,0.33,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,2,0.434,0.361,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,3,0.622,0.496,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,4,0.267,0.219,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,5,0.38,0.317,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,6,0.6,0.484,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,7,0.325,0.234,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,8,0.619,0.484,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,9,0.406,0.355,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,10,0.379,0.336,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,11,0.483,0.407,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,12,0.371,0.225,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,13,0.525,0.395,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,14,0.634,0.398,23,Yes,Yes,
BG,7/3/20,C1-0879,BT,132,pink,2,15,0.433,0.225,23,Yes,Yes,
BG,7/13/20,C1-1170,BT,132,pink,2,1,0.432,0.37,15,No,Yes,
BG,7/13/20,C1-1170,BT,132,pink,2,2,0.268,0.232,15,No,Yes,
BG,7/13/20,C1-1170,BT,132,pink,2,3,0.577,0.424,15,No,Yes,
BG,7/13/20,C1-1170,BT,132,pink,2,4,0,0,15,No,Yes,Disappeared
BG,7/13/20,C1-1170,BT,132,pink,2,5,0.227,0.165,15,No,Yes,
BG,7/13/20,C1-1170,BT,132,pink,2,6,0.542,0.421,15,No,Yes,
BG,7/13/20,C1-1170,BT,132,pink,2,7,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,8,0.604,0.489,15,No,Yes,
BG,7/13/20,C1-1170,BT,132,pink,2,9,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,10,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,11,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,12,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,13,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,14,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,15,,,15,No,Yes,Not visible in pic
BG,7/13/20,C1-1170,BT,132,pink,2,16,0.326,0.285,15,No,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,1,0.437,0.395,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,2,0,0,21,Yes,Yes,Disappeared
BG,7/16/20,C2-0409,BT,132,pink,2,3,0.585,0.346,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,5,0,0,21,Yes,Yes,Disappeared
BG,7/16/20,C2-0409,BT,132,pink,2,6,0.515,0.317,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,7,0.25,0.12,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,8,0.549,0.381,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,9,0.216,0.107,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,10,0.401,0.241,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,11,0.523,0.365,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,12,0.233,0.143,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,13,0.43,0.294,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,14,0.439,0.278,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,15,0.31,0.279,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,16,0.535,0.378,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,17,0.324,0.249,21,Yes,Yes,
BG,7/16/20,C2-0409,BT,132,pink,2,18,0.161,0.106,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,1,0.345,0.265,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,3,,,21,Yes,Yes,Pustule not flat
BG,7/20/20,C2-0462,BT,132,pink,2,6,,,21,Yes,Yes,Pustule not flat
BG,7/20/20,C2-0462,BT,132,pink,2,7,0,0,21,Yes,Yes,Disappeared 
BG,7/20/20,C2-0462,BT,132,pink,2,8,,,21,Yes,Yes,Pustule not flat
BG,7/20/20,C2-0462,BT,132,pink,2,9,0,0,21,Yes,Yes,Disappeared 
BG,7/20/20,C2-0462,BT,132,pink,2,10,,,21,Yes,Yes,Pustule not flat
BG,7/20/20,C2-0462,BT,132,pink,2,11,0.523,0.332,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,12,0,0,21,Yes,Yes,Disappeared
BG,7/20/20,C2-0462,BT,132,pink,2,13,0.314,0.191,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,14,0.598,0.265,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,15,0.29,0.225,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,16,0.515,0.333,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,17,0.355,0.285,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,18,0.219,0.183,21,Yes,Yes,
BG,7/20/20,C2-0462,BT,132,pink,2,19,0.241,0.199,21,Yes,Yes,
BG,7/1/20,C2-0155,BT,132,orange,1,1,0.441,0.344,1,Yes,Yes,
BG,7/3/20,C1-0880,BT,132,orange,1,1,0.497,0.411,1,Yes,Yes,
BG,7/13/20,C1-1171,BT,132,green,1,1,0.608,0.336,2,Yes,Yes,
BG,7/13/20,C1-1171,BT,132,green,1,2,0.353,0.257,2,Yes,Yes,
BG,7/16/20,C2-0410,BT,132,green,2,1,0.654,0.507,1,Yes,Yes,
BG,7/20/20,C2-0463,BT,132,green,2,1,0.663,0.471,1,Yes,Yes,
BG,7/27/20,C1-1744,BT,132,green,2,1,0.634,0.562,3,Yes,Yes,
BG,7/27/20,C1-1744,BT,132,green,2,2,0.395,0.369,3,Yes,Yes,
BG,7/27/20,C1-1744,BT,132,green,2,3,0.435,0.351,3,Yes,Yes,
BG,7/1/20,C1-0778,BT,149,pink,1,1,0.862,0.67,1,Yes,Yes,
BG,7/3/20,C2-0206,BT,149,pink,1,1,0.865,0.659,2,Yes,Yes,
BG,7/3/20,C2-0206,BT,149,pink,1,2,0.261,0.238,2,Yes,Yes,
BG,7/6/20,C1-0933,BT,149,pink,1,1,0.932,0.594,3,Yes,Yes,
BG,7/6/20,C1-0933,BT,149,pink,1,2,0.462,0.398,3,Yes,Yes,
BG,7/6/20,C1-0933,BT,149,pink,1,3,0.364,0.188,3,Yes,Yes,
BG,7/8/20,C1-1025,BT,149,pink,1,1,0.918,0.618,3,Yes,Yes,
BG,7/8/20,C1-1025,BT,149,pink,1,2,0.544,0.483,3,Yes,Yes,
BG,7/8/20,C1-1025,BT,149,pink,1,3,0.457,0.274,3,Yes,Yes,
BG,7/13/20,C2-0353,BT,149,pink,1,1,0.797,0.595,3,Yes,Yes,
BG,7/13/20,C2-0353,BT,149,pink,1,2,0.508,0.416,3,Yes,Yes,
BG,7/13/20,C2-0353,BT,149,pink,1,3,0.507,0.388,3,Yes,Yes,
BG,7/16/20,C2-0403,BT,149,pink,1,1,0.808,0.593,3,Yes,Yes,
BG,7/16/20,C2-0403,BT,149,pink,1,2,0.544,0.467,3,Yes,Yes,
BG,7/16/20,C2-0403,BT,149,pink,1,3,0.552,0.377,3,Yes,Yes,
BG,7/20/20,C1-1485,BT,149,pink,1,1,0.824,0.521,5,Yes,Yes,
BG,7/20/20,C1-1485,BT,149,pink,1,2,0.557,0.482,5,Yes,Yes,
BG,7/20/20,C1-1485,BT,149,pink,1,3,0.415,0.341,5,Yes,Yes,
BG,7/20/20,C1-1485,BT,149,pink,1,4,0.396,0.349,5,Yes,Yes,
BG,7/20/20,C1-1485,BT,149,pink,1,5,0.249,0.18,5,Yes,Yes,
BG,7/22/20,C2-0546,BT,149,pink,1,1,0.692,0.423,5,Yes,Yes,
BG,7/22/20,C2-0546,BT,149,pink,1,2,0.459,0.411,5,Yes,Yes,
BG,7/22/20,C2-0546,BT,149,pink,1,3,0.38,0.283,5,Yes,Yes,
BG,7/22/20,C2-0546,BT,149,pink,1,4,0.491,0.406,5,Yes,Yes,
BG,7/22/20,C2-0546,BT,149,pink,1,5,0.326,0.297,5,Yes,Yes,
BG,7/27/20,C1-1745,BT,149,pink,1,1,0.587,0.372,6,Yes,Yes,
BG,7/27/20,C1-1745,BT,149,pink,1,2,0.492,0.386,6,Yes,Yes,
BG,7/27/20,C1-1745,BT,149,pink,1,3,0.301,0.19,6,Yes,Yes,
BG,7/27/20,C1-1745,BT,149,pink,1,4,0.562,0.438,6,Yes,Yes,
BG,7/27/20,C1-1745,BT,149,pink,1,5,0.46,0.369,6,Yes,Yes,
BG,7/27/20,C1-1745,BT,149,pink,1,6,0.179,0.123,6,Yes,Yes,
BG,7/29/20,C2-0657,BT,149,pink,1,1,0.639,0.401,5,Yes,Yes,
BG,7/29/20,C2-0657,BT,149,pink,1,2,0.542,0.441,5,Yes,Yes,
BG,7/29/20,C2-0657,BT,149,pink,1,3,0,0,5,Yes,Yes,Disappeared
BG,7/29/20,C2-0657,BT,149,pink,1,4,0.62,0.53,5,Yes,Yes,
BG,7/29/20,C2-0657,BT,149,pink,1,5,0.511,0.427,5,Yes,Yes,
BG,7/29/20,C2-0657,BT,149,pink,1,6,0.272,0.179,5,Yes,Yes,
BG,7/22/20,C2-0547,BT,149,orange,1,1,0.589,0.369,1,Yes,Yes,
BG,7/27/20,C1-1746,BT,149,orange,1,1,0.728,0.567,1,Yes,Yes,
BG,7/29/20,C2-0658,BT,149,orange,1,1,0.747,0.597,1,Yes,Yes,
BG,7/22/20,C2-0548,BT,149,green,1,1,0.618,0.554,1,Yes,Yes,
BG,7/27/20,C1-1747,BT,149,green,1,1,1.246,0.921,1,Yes,Yes,
BG,7/29/20,C2-0659,BT,149,green,1,1,1.139,0.901,1,Yes,Yes,
BG,7/6/20,C1-0934,BT,156,pink,1,1,0.467,0.408,15,No,Yes,
BG,7/6/20,C1-0934,BT,156,pink,1,2,0.631,0.488,15,No,Yes,
BG,7/6/20,C1-0934,BT,156,pink,1,3,0.365,0.266,15,No,Yes,
BG,7/6/20,C1-0934,BT,156,pink,1,4,0.299,0.21,15,No,Yes,
BG,7/6/20,C1-0934,BT,156,pink,1,5,0.335,0.247,15,No,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,1,0.467,0.402,20,Yes,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,2,0.739,0.488,20,Yes,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,3,0.41,0.25,20,Yes,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,4,0.318,0.228,20,Yes,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,5,0.482,0.283,20,Yes,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,6,0.748,0.342,20,Yes,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,7,0.462,0.332,20,Yes,Yes,
BG,7/8/20,C2-0274,BT,156,pink,1,8,0.462,0.387,20,Yes,Yes,
BG,7/22/20,C1-1552,BT,156,pink,2,1,0.67,0.23,20,Yes,Yes,
BG,7/22/20,C1-1552,BT,156,pink,2,2,0.473,0.187,20,Yes,Yes,
BG,7/22/20,C1-1552,BT,156,pink,2,3,0.173,0.134,20,Yes,Yes,
BG,7/22/20,C1-1552,BT,156,pink,2,4,0.201,0.13,20,Yes,Yes,
BG,7/22/20,C1-1552,BT,156,pink,2,5,0.183,0.148,20,Yes,Yes,
BG,7/6/20,C1-0935,BT,156,orange,1,1,0.425,0.324,1,Yes,Yes,
BG,7/8/20,C2-0275,BT,156,orange,1,1,0.375,0.275,1,Yes,Yes,
BG,7/8/20,C2-0276,BT,156,green,1,1,0.617,0.466,1,Yes,Yes,
BG,7/22/20,C1-1553,BT,156,green,2,1,0.64,0.521,2,Yes,Yes,
BG,7/22/20,C1-1553,BT,156,green,2,2,0.198,0.19,2,Yes,Yes,
BG,7/29/20,C2-0660,BT,156,green,2,1,0.607,0.479,3,Yes,Yes,
BG,7/29/20,C2-0660,BT,156,green,2,2,0.363,0.304,3,Yes,Yes,
BG,7/29/20,C2-0660,BT,156,green,2,3,0.434,0.38,3,Yes,Yes,
BG,6/23/20,C2-0030,BT,179,pink,1,1,0.42,0.276,10,No,Yes,
BG,6/23/20,C2-0030,BT,179,pink,1,2,0.4,0.284,10,No,Yes,
BG,6/23/20,C2-0030,BT,179,pink,1,3,0.307,0.206,10,No,Yes,
BG,6/23/20,C2-0030,BT,179,pink,1,4,0.723,0.425,10,No,Yes,
BG,6/23/20,C2-0030,BT,179,pink,1,5,0.501,0.484,10,No,Yes,
BG,6/23/20,C2-0030,BT,179,pink,1,6,0.244,0.159,10,No,Yes,
