who.entered,date,picture,site,tag,color,leaf.iteration,pustule.number,max.diam (mm),min.diam (mm),N.pustules,N.pustule.count.confidence,pustule.ID.confidence,notes
BG,6/23/20,C2-0021,BT,97,orange,1,6,0.415,0.358,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,7,0.493,0.344,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,8,0.346,0.294,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,9,0.361,0.34,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,10,0.447,0.401,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,11,0.313,0.26,51,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,1,0.486,0.339,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,2,0.44,0.335,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,3,0.395,0.347,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,4,0.25,0.194,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,5,0.555,0.47,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,6,0.412,0.342,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,7,0.527,0.407,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,8,0.435,0.356,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,9,0.406,0.337,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,10,0.517,0.419,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,11,0.36,0.265,60,Yes,Yes,
BG,6/24/20,C1-0658,BT,97,orange,1,12,0.313,0.237,60,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,1,,,66,Yes,Yes,merged with others - can't measure
BG,6/26/20,C1-0696,BT,97,orange,1,2,,,66,Yes,Yes,merged with others - can't measure
BG,6/26/20,C1-0696,BT,97,orange,1,3,0.489,0.457,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,4,0.311,0.276,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,5,0.622,0.536,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,6,,,66,Yes,Yes,merged with others - can't measure
BG,6/26/20,C1-0696,BT,97,orange,1,7,,,66,Yes,Yes,merged with others - can't measure
BG,6/26/20,C1-0696,BT,97,orange,1,8,0.547,0.447,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,9,0.537,0.465,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,10,0.54,0.517,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,11,,,66,Yes,Yes,merged with others - can't measure
BG,6/26/20,C1-0696,BT,97,orange,1,12,0.39,0.33,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,13,0.334,0.224,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,14,0.319,0.238,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,15,0.224,0.158,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,16,0.214,0.166,66,Yes,Yes,
BG,6/26/20,C1-0696,BT,97,orange,1,17,0.18,0.136,66,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,1,0.494,0.457,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,2,0.382,0.377,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,3,0.406,0.387,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,4,0.458,0.443,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,5,0.771,0.759,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,6,0.458,0.33,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,7,0.59,0.458,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,8,0.58,0.456,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,9,0.51,0.496,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,12,0.559,0.416,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,13,0.451,0.326,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,14,0.503,0.491,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,15,0.509,0.477,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,16,0.481,0.407,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,17,0.455,0.405,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,18,0.404,0.289,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,19,0.277,0.226,18,Yes,Yes,
JJ,7/22/20,C1-1520,BT,86,green,2,20,0.434,0.269,18,Yes,Yes,might be hypersensitive
BG,7/1/20,C2-0140,BT,97,orange,1,3,0.655,0.56,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,4,0.409,0.326,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,5,0.645,0.512,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,8,0.733,0.581,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,9,,,68,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0140,BT,97,orange,1,10,,,68,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0140,BT,97,orange,1,12,0.517,0.421,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,13,,,68,Yes,Yes,Covered in picture - can't measure
BG,7/1/20,C2-0140,BT,97,orange,1,14,0.384,0.304,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,15,0.307,0.225,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,16,0.376,0.291,68,Yes,Yes,
BG,7/1/20,C2-0140,BT,97,orange,1,17,,,68,Yes,Yes,Covered in picture - can't measure
BG,7/1/20,C2-0140,BT,97,orange,1,18,0.489,0.343,,,,
BG,7/1/20,C2-0140,BT,97,orange,1,19,0.403,0.287,,,,
JJ,7/27/20,C1-1706,BT,86,green,2,1,0.47,0.414,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,2,0.397,0.351,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,3,0.38,0.359,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,4,0.98,0.384,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,5,0.784,0.478,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,6,,,19,No,Yes,edges too blurry-can't measure
JJ,7/27/20,C1-1706,BT,86,green,2,7,0.578,0.278,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,8,0.412,0.35,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,9,0.509,0.392,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,12,0.512,0.339,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,13,0.405,0.361,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,14,0.474,0.415,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,15,0.537,0.527,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,16,0.403,0.363,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,17,0.468,0.371,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,18,0.349,0.333,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,19,0.325,0.289,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,20,,,19,No,Yes,not visible in picture
JJ,7/27/20,C1-1706,BT,86,green,2,21,0.198,0.183,19,No,Yes,
JJ,7/27/20,C1-1706,BT,86,green,2,22,0.211,0.163,19,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,3,0.532,0.462,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,4,0.372,0.305,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,5,0.65,0.53,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,8,0.673,0.563,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,12,0.478,0.389,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,13,0.247,0.225,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,14,0.421,0.363,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,15,0.262,0.239,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,16,0.374,0.281,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,17,0.104,0.082,85,No,No,"Pustule was covered last time, not confident about ID"
BG,7/3/20,C1-0858,BT,97,orange,1,18,0.488,0.483,85,No,Yes,
BG,7/3/20,C1-0858,BT,97,orange,1,19,0.434,0.334,85,No,Yes,
JJ,6/23/20,C2-0017,BT,88,pink,1,1,0.673,0.391,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,2,0.657,0.424,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,3,0.527,0.374,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,4,0.479,0.325,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,5,0.559,0.398,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,6,0.425,0.286,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,7,0.817,0.408,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,8,0.346,0.182,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,9,0.252,0.144,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,10,0.181,0.125,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,11,0.359,0.17,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,12,0.261,0.156,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,13,0.311,0.124,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,14,0.265,0.172,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,15,0.306,0.157,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
JJ,6/23/20,C2-0017,BT,88,pink,1,16,0.259,0.218,16,No,Yes,"picture a little blurry, some spots may not develop into pustules"
BG,7/6/20,C1-0954,BT,97,orange,1,3,0.473,0.436,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,4,0.324,0.289,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,5,0.59,0.49,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,8,0.578,0.517,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,12,0.4,0.367,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,13,0.457,0.365,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,14,0.346,0.244,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,15,0.305,0.214,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,16,0.327,0.226,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,17,0.437,0.271,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,18,0.438,0.339,83,Yes,Yes,
BG,7/6/20,C1-0954,BT,97,orange,1,19,0.414,0.322,83,Yes,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,1,0.952,0.336,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,2,1.019,0.391,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,3,0.693,0.489,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,4,0.639,0.397,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,5,,,14,No,Yes,merged with pustule 6
JJ,6/24/20,C1-0652,BT,88,pink,1,6,,,14,No,Yes,merged with pustule 5
JJ,6/24/20,C1-0652,BT,88,pink,1,7,0.997,0.414,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,8,0.773,0.379,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,9,0.417,0.327,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,10,0.354,0.292,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,11,0.48,0.328,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,12,,,14,No,Yes,covered in picture
JJ,6/24/20,C1-0652,BT,88,pink,1,13,,,14,No,Yes,not visible in picture
JJ,6/24/20,C1-0652,BT,88,pink,1,14,,,14,No,Yes,not visible in picture
JJ,6/24/20,C1-0652,BT,88,pink,1,15,,,14,No,Yes,not visible in picture
JJ,6/24/20,C1-0652,BT,88,pink,1,16,0.343,0.242,14,No,Yes,
JJ,6/24/20,C1-0652,BT,88,pink,1,17,0.343,0.247,14,No,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,3,0.544,0.428,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,4,0.358,0.261,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,5,0.609,0.531,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,8,0.63,0.522,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,12,0.396,0.37,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,13,0.492,0.433,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,14,0.384,0.333,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,15,0.294,0.23,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,16,0.318,0.256,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,17,0.445,0.29,75,Yes,Yes,
BG,7/8/20,C2-0252,BT,97,orange,1,18,,,75,Yes,Yes,merged with others - can't measure
BG,7/8/20,C2-0252,BT,97,orange,1,19,,,75,Yes,Yes,merged with others - can't measure
BG,6/23/20,C2-0018,BT,88,orange,1,1,0.178,0.15,27,Yes,Yes,
BG,6/23/20,C2-0018,BT,88,orange,1,2,0.261,0.214,27,Yes,Yes,
BG,6/23/20,C2-0018,BT,88,orange,1,3,0.655,0.47,27,Yes,Yes,
BG,6/24/20,C1-0654,BT,88,orange,1,1,0.204,0.145,38,Yes,Yes,
BG,6/24/20,C1-0654,BT,88,orange,1,2,0.364,0.263,38,Yes,Yes,
BG,6/24/20,C1-0654,BT,88,orange,1,3,0.695,0.535,38,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,1,0.651,0.493,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,2,0.718,0.615,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,3,0.515,0.459,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,4,0.364,0.312,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,5,0.442,0.39,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,6,0.548,0.338,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,7,0.698,0.622,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,8,0.768,0.618,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,9,0.43,0.292,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,10,0.144,0.12,61,Yes,Yes,
BG,6/24/20,C1-0655,BT,88,orange,2,11,0.642,0.482,61,Yes,Yes,
BG,6/23/20,C2-0022,BT,97,green,1,1,0.849,0.619,2,Yes,Yes,
BG,6/23/20,C2-0022,BT,97,green,1,2,0.573,0.419,2,Yes,Yes,
BG,6/24/20,C1-0659,BT,97,green,1,1,0.975,0.687,2,Yes,Yes,
BG,6/24/20,C1-0659,BT,97,green,1,2,0.601,0.332,2,Yes,Yes,Pustule is curved a bit on edge of leaf
BG,6/26/20,C1-0697,BT,97,green,1,1,1.013,0.746,2,Yes,Yes,
BG,6/26/20,C1-0697,BT,97,green,1,2,0.662,0.38,2,Yes,Yes,
BG,7/3/20,C1-0859,BT,97,green,1,1,0.956,0.711,2,Yes,Yes,
BG,7/3/20,C1-0859,BT,97,green,1,2,0.49,0.339,2,Yes,Yes,
BG,7/6/20,C1-0955,BT,97,green,1,1,0.955,0.693,4,Yes,Yes,
BG,7/6/20,C1-0955,BT,97,green,1,2,0.514,0.297,4,Yes,Yes,
BG,7/6/20,C1-0955,BT,97,green,1,3,0.284,0.209,4,Yes,Yes,
BG,7/6/20,C1-0955,BT,97,green,1,4,0.296,0.215,4,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,1,0.959,0.757,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,2,0.563,0.377,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,3,0.422,0.371,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,4,0.473,0.354,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,5,0.431,0.303,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,6,0.218,0.181,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,7,0.224,0.172,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,8,0.265,0.18,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,9,0.407,0.339,10,Yes,Yes,
BG,7/8/20,C2-0253,BT,97,green,1,10,0.154,0.13,10,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,1,0.864,0.594,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,2,0.554,0.244,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,3,0.534,0.455,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,4,0.618,0.5,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,5,0.699,0.599,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,6,0.251,0.2,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,7,0.567,0.477,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,8,0.432,0.421,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,9,0.619,0.489,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,10,,,12,Yes,Yes,Disappeared
BG,7/13/20,C1-1152,BT,97,green,1,11,0.323,0.25,12,Yes,Yes,
BG,7/13/20,C1-1152,BT,97,green,1,12,0.321,0.241,12,Yes,Yes,
BG,7/16/20,C2-0383,BT,97,green,1,1,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,2,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,3,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,4,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,5,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,6,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,7,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,8,,,4,Yes,Yes,Part of leaf with pustule broke off
BG,7/16/20,C2-0383,BT,97,green,1,9,0.394,0.318,4,Yes,Yes,
BG,7/16/20,C2-0383,BT,97,green,1,11,0.426,0.407,4,Yes,Yes,
BG,7/16/20,C2-0383,BT,97,green,1,12,0.288,0.192,4,Yes,Yes,
BG,7/22/20,C1-1525,BT,97,green,1,9,0.373,0.271,5,Yes,Yes,
BG,7/22/20,C1-1525,BT,97,green,1,11,0.432,0.313,5,Yes,Yes,
BG,7/22/20,C1-1525,BT,97,green,1,12,0.215,0.156,5,Yes,Yes,
BG,7/27/20,C1-1713,BT,97,green,2,13,0.77,0.631,1,Yes,Yes,
BG,7/29/20,C1-1787,BT,97,green,2,13,0.696,0.592,1,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,1,0.899,0.704,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,2,0.357,0.189,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,3,0.103,0.083,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,4,0.045,0.043,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,5,0.166,0.134,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,6,0.081,0.037,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,7,0.522,0.276,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,8,0.068,0.058,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,9,0.124,0.088,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,10,0.232,0.167,11,Yes,Yes,
JJ,7/8/20,C2-0254,BT,106,pink,1,11,0.11,0.088,11,Yes,Yes,
JJ,7/13/20,C1-1154,BT,106,pink,1,1,,,3,No,Yes,"merged with 5,7,10,11"
JJ,7/13/20,C1-1155,BT,106,pink,1,2,,,3,No,Yes,disappeared
JJ,7/13/20,C1-1156,BT,106,pink,1,3,,,3,No,Yes,disappeared
JJ,7/13/20,C1-1157,BT,106,pink,1,4,0.275,0.22,3,No,No,
JJ,7/13/20,C1-1158,BT,106,pink,1,5,,,3,No,Yes,"merged with 1,7,10,11"
JJ,7/13/20,C1-1159,BT,106,pink,1,6,,,3,No,Yes,disappeared
JJ,7/13/20,C1-1160,BT,106,pink,1,7,,,3,No,Yes,"merged with 1,5,10,11"
JJ,7/13/20,C1-1161,BT,106,pink,1,8,,,3,No,Yes,not visible
JJ,7/13/20,C1-1162,BT,106,pink,1,9,,,3,No,Yes,not visible
JJ,7/13/20,C1-1163,BT,106,pink,1,10,,,3,No,Yes,"merged with 1,5,7,11"
JJ,7/13/20,C1-1164,BT,106,pink,1,11,,,3,No,Yes,"merged with 1,5,7,10"
JJ,7/16/20,C2-0400,BT,106,pink,1,1,0.803,0.692,5,Yes,Yes,
JJ,7/16/20,C2-0401,BT,106,pink,1,4,0.693,0.369,5,Yes,Yes,
JJ,7/16/20,C2-0402,BT,106,pink,1,12,0.087,0.064,5,Yes,Yes,
JJ,7/16/20,C2-0403,BT,106,pink,1,13,0.08,0.08,5,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,1,0.811,0.587,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,4,0.834,0.486,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,12,0.108,0.104,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,14,0.183,0.133,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,15,0.161,0.085,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,16,0.293,0.261,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,17,0.113,0.08,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,18,0.156,0.077,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,19,0.112,0.07,10,Yes,Yes,
JJ,7/20/20,C2-0455,BT,106,pink,1,20,0.095,0.063,10,Yes,Yes,
JJ,7/22/20,C1-1546,BT,106,pink,1,1,0.842,0.726,6,Yes,Yes,
JJ,7/22/20,C1-1546,BT,106,pink,1,4,0.86,0.581,6,Yes,Yes,
JJ,7/22/20,C1-1546,BT,106,pink,1,15,0.104,0.095,6,Yes,Yes,
JJ,7/22/20,C1-1546,BT,106,pink,1,16,0.367,0.298,6,Yes,Yes,
JJ,7/22/20,C1-1546,BT,106,pink,1,21,0.11,0.099,6,Yes,Yes,
JJ,7/27/20,C1-1735,BT,106,pink,1,1,0.668,0.582,7,Yes,Yes,
JJ,7/27/20,C1-1735,BT,106,pink,1,4,0.77,0.59,7,Yes,Yes,
JJ,7/27/20,C1-1735,BT,106,pink,1,15,0.194,0.083,7,Yes,Yes,
JJ,7/27/20,C1-1735,BT,106,pink,1,16,0.506,0.363,7,Yes,Yes,
JJ,7/27/20,C1-1735,BT,106,pink,1,22,0.187,0.129,7,Yes,Yes,
JJ,7/27/20,C1-1735,BT,106,pink,1,23,0.124,0.107,7,Yes,Yes,
JJ,7/29/20,C1-1796,BT,106,pink,1,1,0.717,0.563,7,Yes,Yes,
JJ,7/29/20,C1-1796,BT,106,pink,1,4,0.833,0.579,7,Yes,Yes,
JJ,7/29/20,C1-1796,BT,106,pink,1,15,0.298,0.242,7,Yes,Yes,
JJ,7/29/20,C1-1796,BT,106,pink,1,16,0.486,0.405,7,Yes,Yes,
JJ,7/29/20,C1-1796,BT,106,pink,1,22,0.213,0.16,7,Yes,Yes,
JJ,7/29/20,C1-1796,BT,106,pink,1,23,0.15,0.11,7,Yes,Yes,
JJ,6/23/20,C2-0024,BT,124,orange,1,1,0.737,0.637,2,No,Yes,some pustules near stem which aren't visible
JJ,6/23/20,C2-0024,BT,124,orange,1,2,0.177,0.112,2,No,Yes,some pustules near stem which aren't visible
JJ,6/24/20,C1-0663,BT,124,orange,1,1,0.752,0.744,2,No,Yes,
JJ,6/24/20,C1-0663,BT,124,orange,1,2,,,2,No,Yes,disappeared
JJ,6/26/20,C1-0705,BT,124,orange,1,1,0.82,0.606,4,Yes,Yes,
JJ,6/26/20,C1-0705,BT,124,orange,1,3,0.637,0.237,4,Yes,Yes,
JJ,6/26/20,C1-0705,BT,124,orange,1,4,0.181,0.088,4,Yes,Yes,
JJ,6/26/20,C1-0705,BT,124,orange,1,5,0.346,0.315,4,Yes,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,1,0.626,0.43,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,2,0.676,0.553,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,3,0.437,0.414,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,4,0.332,0.287,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,5,0.429,0.335,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,6,0.386,0.281,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,7,0.781,0.54,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,8,0.692,0.527,62,No,Yes,
BG,6/26/20,C1-0690,BT,88,orange,2,9,,,62,No,Yes,Merged with other pustules
BG,6/26/20,C1-0690,BT,88,orange,2,10,0,0,62,No,Yes,disappeared 
