"","Site","year","tag","coin","X","Y","x","y","date","status","final.status","num.infl","num.H.infl","num.D.infl","height.in","height.cm","notes"
"532","CC",2019,"X48","2006D",5,3,0.65,0.85,"6/20/2019","X","",NA,NA,NA,NA,"",""
"533","CC",2019,"X49","1998",5,3,0.75,0.25,"6/20/2019","X","",NA,NA,NA,NA,"",""
"534","CC",2019,"X50","2012D",5,13,0.5,0.8,"6/20/2019","X","",NA,NA,NA,NA,"",""
"535","CC",2019,"X51","1994D",8,10,0.9,0.45,"6/20/2019","X","",NA,NA,NA,NA,"",""
"536","CC",2019,"X52","1996D",8,11,0.25,0.2,"6/20/2019","X","",NA,NA,NA,NA,"",""
"537","CC",2019,"X53","1990D",8,14,0.2,0.15,"6/20/2019","X","",NA,NA,NA,NA,"",""
"538","CC",2019,"X54","1992P",8,14,0.6,0.1,"6/20/2019","X","",NA,NA,NA,NA,"",""
"539","CC",2019,"X55","2017D",8,15,0.45,0.1,"6/20/2019","X","",NA,NA,NA,NA,"",""
"540","CC",2019,"X56","1998",8,19,0.1,0.6,"6/20/2019","X","",NA,NA,NA,NA,"",""
"541","CC",2019,"X57","2014D",9,0,0.25,0.1,"6/20/2019","X","",NA,NA,NA,NA,"",""
"542","CCDO",2019,"81","",NA,NA,NA,NA,"6/21/2019","D","D",26,12,14,NA,"50","max height from 6/27"
"543","CCDO",2019,"82","",NA,NA,NA,NA,"6/21/2019","D","D",17,12,5,NA,"57","max heights from 6/27"
"544","CCDO",2019,"83","",NA,NA,NA,NA,"6/21/2019","D","D",14,13,1,NA,"38","max heights from 6/27"
"545","CCDO",2019,"84","",NA,NA,NA,NA,"6/21/2019","D","D",16,11,5,NA,"33","max height from 6/27"
"546","CCDO",2019,"208","",NA,NA,NA,NA,"6/27/2019","D","D",21,7,14,NA,"51","data sheet not scanned"
"547","CCDO",2019,"210","",NA,NA,NA,NA,"6/27/2019","D","D",19,9,10,NA,"29",""
"548","CCDO",2019,"211","",NA,NA,NA,NA,"6/27/2019","D","D",13,9,4,NA,"46",""
"549","CCDO",2019,"212","",NA,NA,NA,NA,"6/27/2019","D","D",20,11,9,NA,"42",""
"550","CCDO",2019,"213","",NA,NA,NA,NA,"6/27/2019","D","D",45,44,1,NA,"16",""
"551","CCDO",2019,"214","",NA,NA,NA,NA,"6/27/2019","D","D",7,3,4,NA,"40",""
"552","CCDO",2019,"216","",NA,NA,NA,NA,"7/3/2019","D","D",19,9,10,NA,"29",""
"553","CCDO",2019,"217","",NA,NA,NA,NA,"7/3/2019","D","D",11,2,9,NA,"47",""
"554","CCDO",2019,"279","",NA,NA,NA,NA,"7/10/2019","D","D",6,3,3,NA,"39",""
"555","CCDO",2019,"280","",NA,NA,NA,NA,"7/10/2019","D","D",25,NA,25,NA,"63",""
"556","CCDO",2019,"281","",NA,NA,NA,NA,"7/10/2019","D","D",4,0,4,NA,"49",""
"557","CCDO",2019,"283","",NA,NA,NA,NA,"7/10/2019","D","D",20,13,7,NA,"74","1 foot down from 81"
"558","CCDO",2019,"284","",NA,NA,NA,NA,"7/10/2019","D","D",36,34,2,NA,"45",""
"559","CCDO",2019,"285","",NA,NA,NA,NA,"7/10/2019","D","D",12,5,7,NA,"48",""
"560","CCDO",2019,"286","",NA,NA,NA,NA,"7/10/2019","D","D",6,0,6,NA,"35",""
"561","CCDO",2019,"287","",NA,NA,NA,NA,"7/17/2019","D","D",6,0,6,NA,"55","Ian observed 1 pustule on 7/10, but stems and height weren't recortded"
"562","CCDO",2019,"288","",NA,NA,NA,NA,"7/10/2019","D","D",3,0,3,NA,"30",""
"563","CCDO",2019,"296","",NA,NA,NA,NA,"7/17/2019","D","D",14,4,10,NA,"49",""
"564","CCDO",2019,"325","",NA,NA,NA,NA,"7/17/2019","D","D",19,9,10,NA,"50",""
"565","CCDO",2019,"330","",NA,NA,NA,NA,"7/17/2019","D","D",18,3,15,NA,"57","tag to L of plant"
"566","CCDO",2019,"331","",NA,NA,NA,NA,"7/17/2019","D","D",15,0,15,NA,"75",""
"567","CCDO",2019,"339","",NA,NA,NA,NA,"7/17/2019","D","D",12,7,5,NA,"55",""
"568","CCDO",2019,"343","",NA,NA,NA,NA,"7/17/2019","D","D",63,9,54,NA,"57",""
"569","CCDO",2019,"345","",NA,NA,NA,NA,"7/17/2019","D","D",3,1,2,NA,"47",""
"570","GM",2019,"218","",6,0,0.9,0.25,"7/8/2019","H","D",15,15,NA,NA,"28",""
"571","GM",2019,"219","",8,2,0.6,0.1,"7/8/2019","H","H",6,6,NA,NA,"33",""
"572","GM",2019,"220","",9,2,0,0.5,"7/8/2019","H","H",3,3,NA,NA,"10",""
"573","GM",2019,"221","",4,0,0.3,1,"7/8/2019","H","D",10,10,NA,NA,"20",""
"574","GM",2019,"222","",7,1,0.5,0.1,"7/8/2019","H","D",9,9,NA,NA,"30",""
"575","GM",2019,"225","",8,0,0.1,0.7,"7/8/2019","H","D",11,11,NA,NA,"20",""
"576","GM",2019,"226","",8,0,0.95,0.9,"7/8/2019","H","H",2,2,NA,NA,"12",""
"577","GM",2019,"227","",8,0,0.9,0.9,"7/8/2019","D","D",21,17,4,NA,"32",""
"578","GM",2019,"228","",9,0,0.4,0.9,"7/8/2019","H","D",7,7,NA,NA,"18",""
"579","GM",2019,"229","",8,1,0.9,0.9,"7/8/2019","H","D",3,3,NA,NA,"18",""
"580","GM",2019,"230","",9,2,0.9,0.5,"7/8/2019","H","H",14,14,NA,NA,"25",""
"581","GM",2019,"231","",9,2,0.9,0.75,"7/8/2019","H","H",9,9,NA,NA,"25",""
"582","GM",2019,"232","",8,2,0.8,0.8,"7/8/2019","H","H",13,13,NA,NA,"19",""
"583","GM",2019,"233","",9,0,0.1,0.25,"7/8/2019","D","D",13,7,6,NA,"39",""
"584","GM",2019,"234","",6,2,0.75,0.25,"7/8/2019","H","H",7,7,NA,NA,"11",""
"585","GM",2019,"235","",8,2,0.1,0.1,"7/8/2019","H","D",8,8,NA,NA,"20",""
"586","GM",2019,"236","",7,1,0.1,0.5,"7/8/2019","H","H",8,8,NA,NA,"10","looks p dead"
"587","GM",2019,"237","",7,1,0.1,0.75,"7/8/2019","H","D",6,6,NA,NA,"10",""
"588","GM",2019,"238","",6,2,0.95,0.8,"7/8/2019","D","D",15,14,1,NA,"34",""
"589","GM",2019,"239","",6,2,0.8,0.5,"7/8/2019","D","D",28,27,1,NA,"39",""
"590","GM",2019,"240","",7,1,0.3,0.25,"7/8/2019","H","H",10,10,NA,NA,"22",""
"591","GM",2019,"241","",9,0,0.25,0.75,"7/8/2019","H","D",22,22,NA,NA,"28",""
"592","GM",2019,"242","",9,0,0.5,0.75,"7/8/2019","H","H",10,10,NA,NA,"29",""
"593","GM",2019,"244","",7,1,0.8,0.4,"7/8/2019","H","D",4,4,NA,NA,"16",""
"594","GM",2019,"245","",9,2,0.1,0.25,"7/8/2019","H","H",6,6,NA,NA,"17",""
"595","GM",2019,"246","",9,2,0.1,0.8,"7/8/2019","H","H",6,6,NA,NA,"20",""
"596","GM",2019,"247","",9,0,0.25,0.3,"7/8/2019","D","D",16,15,1,NA,"38",""
"597","GM",2019,"248","",8,0,0.1,0.8,"7/8/2019","D","D",31,27,4,NA,"36",""
"598","GM",2019,"249","",3,0,0.2,0.05,"7/8/2019","H","D",15,15,NA,NA,"33",""
"599","GM",2019,"250","",3,0,0.25,0.25,"7/8/2019","H","H",11,11,NA,NA,"18",""
"600","GM",2019,"251","",3,0,0.2,0.75,"7/8/2019","H","H",12,12,NA,NA,"39",""
"601","GM",2019,"252","",7,0,0.45,0,"7/8/2019","D","D",9,7,2,NA,"28","height diseased = 10,11cm (1 pustule each) 1%, 1%"
"602","GM",2019,"253","",7,0,0.5,0.6,"7/8/2019","H","D",15,15,NA,NA,"30",""
"603","GM",2019,"254","",7,1,0.1,0.75,"7/8/2019","H","D",9,9,NA,NA,"26",""
"604","GM",2019,"255","",7,0,0.5,0.9,"7/8/2019","H","D",6,6,NA,NA,"26",""
"605","GM",2019,"256","",7,0,0.55,0.95,"7/8/2019","H","D",6,6,NA,NA,"23",""
"606","GM",2019,"257","",7,0,0.95,0.9,"7/8/2019","D","D",20,17,3,NA,"37",""
"607","GM",2019,"258","",9,0,0.9,0.25,"7/8/2019","H","H",4,4,NA,NA,"16",""
"608","GM",2019,"259","",9,0,0.9,0.25,"7/8/2019","H","H",5,5,NA,NA,"39",""
"609","GM",2019,"260","",9,0,0.85,0.4,"7/8/2019","H","D",6,6,NA,NA,"27",""
"610","GM",2019,"261","",6,1,0.25,0.9,"7/8/2019","H","D",5,5,NA,NA,"9",""
"611","GM",2019,"262","",4,2,0.5,0.9,"7/8/2019","H","H",8,8,NA,NA,"17",""
"612","GM",2019,"263","",4,2,0.55,0.95,"7/8/2019","H","H",5,5,NA,NA,"11",""
"613","GM",2019,"264","",4,2,0.55,1,"7/8/2019","H","H",2,2,NA,NA,"9",""
"614","GM",2019,"265","",4,2,0.8,1,"7/8/2019","H","D",21,21,NA,NA,"21",""
"615","GM",2019,"266","",7,2,0.75,0.2,"7/8/2019","H","D",4,4,NA,NA,"27",""
"616","GM",2019,"267","",7,2,0.75,0.75,"7/8/2019","D","D",13,9,4,NA,"25",""
"617","GM",2019,"268","",7,2,0.75,0.1,"7/8/2019","H","D",2,2,NA,NA,"5",""
"618","GM",2019,"269","",7,2,0.95,0.1,"7/8/2019","H","D",3,3,NA,NA,"26",""
"619","GM",2019,"270","",7,2,0.75,0.75,"7/8/2019","H","H",3,3,NA,NA,"10",""
"620","GM",2019,"271","",7,2,0.2,0.2,"7/8/2019","H","D",8,8,NA,NA,"25",""
"621","GM",2019,"289","",9,8,0.25,0.5,"7/8/2019","D","D",26,23,3,NA,"28",""
"622","GM",2019,"290","",3,3,0.95,0.96,"7/8/2019","H","H",6,6,NA,NA,"16",""
"623","GM",2019,"291","",4,4,0.55,0.65,"7/8/2019","H","H",4,4,NA,NA,"25",""
"624","GM",2019,"292","",4,4,0.8,0.5,"7/8/2019","H","H",8,8,NA,NA,"25",""
"625","GM",2019,"293","",4,4,0.6,0.6,"7/8/2019","H","H",25,25,NA,NA,"25",""
"626","GM",2019,"295","",4,3,1,0.1,"7/8/2019","H","D",5,5,NA,NA,"21",""
"627","GM",2019,"297","",5,4,0.85,0.2,"7/8/2019","H","H",3,3,NA,NA,"13",""
"628","GM",2019,"298","",5,4,0.75,1,"7/8/2019","H","D",14,14,NA,NA,"27",""
"629","GM",2019,"299","",5,4,0.75,0.15,"7/8/2019","H","H",3,3,NA,NA,"10",""
"630","GM",2019,"300","",2,5,0.5,0.5,"7/8/2019","D","D",21,18,3,NA,"42",""
"631","GM",2019,"301","",4,4,0.25,0.25,"7/8/2019","H","D",26,26,NA,NA,"31",""
"632","GM",2019,"302","",6,8,0.1,0.4,"7/8/2019","D","D",4,2,2,NA,"12",""
"633","GM",2019,"303","",7,9,0.25,0.5,"7/8/2019","D","D",17,9,8,NA,"27",""
"634","GM",2019,"304","",4,3,0.1,0.6,"7/8/2019","H","D",4,4,NA,NA,"29",""
"635","GM",2019,"305","",8,3,0.05,0.55,"7/8/2019","H","D",29,29,NA,NA,"3",""
"636","GM",2019,"306","",3,3,0.75,0.15,"7/8/2019","H","H",8,8,NA,NA,"21",""
"637","GM",2019,"307","",8,3,0.05,0.05,"7/8/2019","D","D",8,7,1,NA,"27",""
"638","GM",2019,"309","",7,3,0.8,0.65,"7/8/2019","H","D",15,15,NA,NA,"32",""
"639","GM",2019,"311","",3,4,0.55,0.65,"7/8/2019","H","H",6,6,NA,NA,"11",""
"640","GM",2019,"312","",5,3,0.2,0.1,"7/8/2019","H","H",4,4,NA,NA,"21",""
"641","GM",2019,"313","",3,4,0.25,0.6,"7/8/2019","H","D",11,11,NA,NA,"21",""
"642","GM",2019,"314","",3,4,0.1,0.1,"7/8/2019","D","D",29,20,9,NA,"35",""
"643","GM",2019,"315","",7,3,0.5,0.25,"7/8/2019","H","D",7,7,NA,NA,"25",""
"644","GM",2019,"316","",7,4,0.2,0.9,"7/8/2019","D","D",18,11,7,NA,"34",""
"645","GM",2019,"317","",2,3,0.85,0.65,"7/8/2019","H","H",8,8,NA,NA,"25",""
"646","GM",2019,"318","",2,3,0.9,0.6,"7/8/2019","H","D",7,7,NA,NA,"23",""
"647","GM",2019,"319","",6,9,0.75,0.4,"7/8/2019","D","D",10,8,2,NA,"36",""
"648","GM",2019,"320","",3,4,0.8,0.9,"7/8/2019","H","D",9,9,NA,NA,"17",""
"649","GM",2019,"321","",3,4,0.9,0.6,"7/8/2019","H","D",5,5,NA,NA,"26",""
"650","GM",2019,"322","",3,4,0.5,0.5,"7/8/2019","H","D",9,9,NA,NA,"22",""
"651","GM",2019,"323","",2,3,0.4,0.9,"7/8/2019","H","D",8,8,NA,NA,"22",""
"652","GM",2019,"324","",3,4,0.4,0.1,"7/8/2019","H","H",5,5,NA,NA,"10",""
"653","GM",2019,"337","",9,7,0.75,0.9,"7/8/2019","D","D",11,7,4,NA,"8",""
"654","GM",2019,"338","",9,5,0.95,0.4,"7/8/2019","D","D",12,5,7,NA,"22",""
"655","GM",2019,"353","",8,9,0.7,0.8,"7/19/2019","D","D",2,0,2,NA,"25","couldn't find in data sheets, but already entered"
"656","GM",2019,"354","",2,17,0.6,0,"7/19/2019","D","D",10,2,8,NA,"23","couldn't find in data sheets, but already entered"
"657","GM",2019,"355","",NA,NA,NA,NA,"7/19/2019","D","D",13,1,12,NA,"28","couldn't find in data sheets, but already entered"
"658","GM",2019,"356","",8,9,0.75,0.25,"7/19/2019","D","D",11,8,3,NA,"37","couldn't find in data sheets, but already entered"
"659","GM",2019,"358","",5,6,0.8,0.6,"7/24/2019","D","D",12,7,5,NA,"39",""
"660","GM",2019,"369","",5,6,0.25,0.5,"7/24/2019","D","D",4,3,1,NA,"45",""
"661","GM",2019,"370","",2,6,0.05,0.2,"7/24/2019","D","D",11,10,1,NA,"51",""
"662","GM",2019,"373","",6,5,0.1,0.6,"7/24/2019","D","D",21,15,6,NA,"55",""
"663","GM",2019,"374","",2,5,0.1,0.1,"7/24/2019","D","D",7,6,1,NA,"48",""
"664","GM",2019,"375","",5,7,0.25,1,"7/24/2019","D","D",9,5,4,NA,"33",""
"665","GM",2019,"376","",5,8,0.25,0.5,"7/24/2019","D","D",5,4,1,NA,"39",""
"666","GM",2019,"377","",6,7,NA,NA,"7/24/2019","D","D",8,7,1,NA,"33",""
"667","GM",2019,"378","",NA,NA,NA,NA,"8/6/2019","","D",NA,NA,NA,NA,"","couldn't find original entery"
"668","GM",2019,"379","",7,8,0.2,0.9,"7/24/2019","D","D",7,4,3,NA,"23",""
"669","GM",2019,"380","",5,16,0.15,0.5,"7/24/2019","D","D",21,20,1,NA,"29",""
"670","GM",2019,"381","",2,17,0.25,1,"7/24/2019","D","D",3,2,1,NA,"30",""
"671","GM",2019,"382","",4,8,0.6,0.6,"8/2/2019","D","D",23,10,13,NA,"46",""
"672","GM",2019,"383","",3,5,0.8,0.6,"8/2/2019","D","D",5,3,2,NA,"26",""
"673","GM",2019,"385","",1,5,0.6,0.75,"8/2/2019","D","D",7,6,1,NA,"45",""
"674","GM",2019,"387","",3,5,0.5,0.4,"8/2/2019","D","D",6,5,1,NA,"46",""
"675","GM",2019,"388","",9,7,0.7,0.8,"8/2/2019","D","D",6,3,3,NA,"22",""
"676","GM",2019,"389","",9,8,0.8,0.2,"8/2/2019","D","D",4,3,1,NA,"13",""
"677","GM",2019,"390","",9,8,0.9,0.25,"8/2/2019","D","D",7,5,2,NA,"40",""
"678","GM",2019,"496","",9,8,0.5,0.05,"8/6/2019","D","D",5,2,3,NA,"15",""
"679","GM",2019,"497","",2,5,0.5,0.6,"8/6/2019","D","D",3,2,1,NA,"26",""
"680","GM",2019,"498","",2,5,0.25,0.75,"8/6/2019","D","D",20,19,1,NA,"43",""
"681","GM",2019,"499","",2,6,0.4,0.4,"8/6/2019","D","D",8,6,2,NA,"36",""
"682","GM",2019,"500","",8,2,0.5,1,"8/6/2019","D","D",3,2,1,NA,"36",""
"683","GM",2019,"591","",2,16,0.8,0.65,"8/30/2019","H","H",2,2,NA,NA,"14",""
"684","GM",2019,"592","",7,16,0.25,0.75,"8/30/2019","H","H",11,11,NA,NA,"45",""
"685","GM",2019,"593","",2,16,0.75,0.5,"8/30/2019","H","H",13,13,NA,NA,"49",""
"686","GM",2019,"594","",1,18,0.75,0.05,"8/30/2019","H","H",6,6,NA,NA,"30",""
"687","GM",2019,"595","",2,18,0.4,0.9,"8/30/2019","H","H",7,7,NA,NA,"58",""
"688","GM",2019,"596","",4,16,0.75,0.75,"8/30/2019","H","H",4,4,NA,NA,"21",""
"689","GM",2019,"597","",4,16,0.25,0.8,"8/30/2019","H","H",12,12,NA,NA,"39",""
"690","GM",2019,"598","",1,18,0.55,0.25,"8/30/2019","H","H",4,4,NA,NA,"43",""
"691","GM",2019,"599","",5,16,0.45,0.95,"8/30/2019","H","H",13,13,NA,NA,"44",""
"692","GM",2019,"600","",6,16,0.25,0.2,"8/30/2019","H","H",6,6,NA,NA,"32",""
"693","GMDO",2019,"340","",NA,NA,NA,NA,"7/12/2019","D","D",22,15,7,NA,"10",""
"694","GMDO",2019,"342","",NA,NA,NA,NA,"7/12/2019","D","D",8,4,4,NA,"32",""
"695","GMDO",2019,"346","",NA,NA,NA,NA,"7/12/2019","D","D",13,6,7,NA,"15",""
"696","GMDO",2019,"347","",NA,NA,NA,NA,"7/12/2019","D","D",5,3,2,NA,"19","same as F47"
"697","GMDO",2019,"348","",NA,NA,NA,NA,"7/12/2019","D","D",5,2,3,NA,"24","same as F48"
"698","GMDO",2019,"349","",NA,NA,NA,NA,"7/12/2019","D","D",24,19,5,NA,"25","same as F49"
"699","HM",2019,"501","",0,0,0.45,0.3,"8/30/2019","H","H",6,6,NA,NA,"20",""
"700","HM",2019,"502","",0,0,0.05,0.35,"8/30/2019","H","H",2,2,NA,NA,"26",""
"701","HM",2019,"503","",0,0,0.75,0.95,"8/30/2019","H","H",4,4,NA,NA,"10",""
"702","HM",2019,"504","",3,0,0.05,0.05,"8/30/2019","H","H",3,3,NA,NA,"11",""
"703","HM",2019,"505","",3,0,0.75,0.1,"8/30/2019","H","H",2,2,NA,NA,"12",""
"704","HM",2019,"506","",3,0,0.35,0.3,"8/30/2019","H","H",3,3,NA,NA,"15",""
"705","HM",2019,"507","",3,0,0.6,0.3,"8/30/2019","H","H",5,5,NA,NA,"19",""
"706","HM",2019,"508","",3,0,0.75,0.25,"8/30/2019","H","H",2,2,NA,NA,"20",""
"707","HM",2019,"509","",3,0,0.45,0.45,"8/30/2019","H","H",2,2,NA,NA,"20",""
"708","HM",2019,"510","",3,0,0.05,0.85,"8/30/2019","H","H",1,1,NA,NA,"22",""
"709","HM",2019,"511","",3,0,0.55,0.85,"8/30/2019","D","D",7,6,1,NA,"35",""
"710","HM",2019,"512","",4,0,0.05,0.1,"8/30/2019","H","H",4,4,NA,NA,"20",""
"711","HM",2019,"513","",3,1,0.35,0.3,"8/30/2019","H","H",3,3,NA,NA,"16",""
"712","HM",2019,"514","",3,1,0.5,0.4,"8/30/2019","H","H",2,2,NA,NA,"25",""
"713","HM",2019,"515","",3,1,0.55,0.75,"8/30/2019","H","H",5,5,NA,NA,"42",""
"714","HM",2019,"516","",3,1,0.1,0.1,"8/30/2019","H","H",6,6,NA,NA,"13",""
"715","HM",2019,"517","",2,1,0.15,0.8,"8/30/2019","H","H",1,1,NA,NA,"10",""
"716","HM",2019,"518","",2,1,0.3,0.7,"8/30/2019","H","H",2,2,NA,NA,"12",""
"717","HM",2019,"519","",2,1,0.45,0.65,"8/30/2019","H","H",4,4,NA,NA,"12",""
"718","HM",2019,"520","",2,1,0.6,0.65,"8/30/2019","H","H",5,5,NA,NA,"16",""
"719","HM",2019,"521","",2,1,0.75,0.5,"8/30/2019","H","H",2,2,NA,NA,"33",""
"720","HM",2019,"522","",2,1,0.25,0,"8/30/2019","H","H",3,3,NA,NA,"23",""
"721","HM",2019,"523","",1,1,0.65,0.9,"8/30/2019","H","H",2,2,NA,NA,"4",""
"722","HM",2019,"524","",1,1,0.6,0.85,"8/30/2019","H","H",1,1,NA,NA,"6",""
"723","HM",2019,"525","",1,1,0.65,0.5,"8/30/2019","H","H",1,1,NA,NA,"6",""
"724","HM",2019,"526","",1,1,0.7,0.55,"8/30/2019","H","H",1,1,NA,NA,"5",""
"725","HM",2019,"527","",1,1,0.4,0.2,"8/30/2019","H","H",1,1,NA,NA,"14",""
"726","HM",2019,"528","",1,1,0.5,0.55,"8/30/2019","H","H",2,2,NA,NA,"18",""
"727","HM",2019,"529","",0,1,0.5,0.5,"8/30/2019","H","H",1,1,NA,NA,"14",""
"728","HM",2019,"530","",1,1,0.1,0.45,"8/30/2019","H","H",3,3,NA,NA,"6",""
"729","HM",2019,"531","",1,1,0.95,0.75,"8/30/2019","H","H",6,6,NA,NA,"32",""
"730","HM",2019,"532","",1,1,0.6,0.95,"8/30/2019","H","H",1,1,NA,NA,"14",""
"731","HM",2019,"533","",1,1,0.4,1,"8/30/2019","H","H",1,1,NA,NA,"9",""
"732","HM",2019,"534","",1,1,0.8,0.6,"8/30/2019","H","H",2,2,NA,NA,"5",""
"733","HM",2019,"535","",1,1,0.65,0.75,"8/30/2019","H","H",2,2,NA,NA,"19",""
"734","HM",2019,"536","",0,1,0.95,0.75,"8/30/2019","H","H",5,5,NA,NA,"29",""
"735","HM",2019,"537","",0,1,0.6,0.7,"8/30/2019","H","H",2,2,NA,NA,"15",""
"736","HM",2019,"538","",0,2,0.55,0.3,"8/30/2019","H","H",2,2,NA,NA,"15",""
"737","HM",2019,"539","",1,2,1,0.8,"8/30/2019","H","H",8,8,NA,NA,"38",""
"738","HM",2019,"540","",1,2,0.75,0.7,"8/30/2019","H","H",3,3,NA,NA,"33",""
"739","HM",2019,"541","",1,2,0.65,0.6,"8/30/2019","H","H",1,1,NA,NA,"15",""
"740","HM",2019,"542","",1,2,0.6,0.15,"8/30/2019","H","H",6,6,NA,NA,"24",""
"741","HM",2019,"543","",1,2,0.55,0.05,"8/30/2019","H","H",1,1,NA,NA,"7",""
"742","HM",2019,"544","",1,2,0.55,0.1,"8/30/2019","H","H",8,8,NA,NA,"35",""
"743","HM",2019,"545","",1,2,0.9,0.65,"8/30/2019","H","H",5,5,NA,NA,"30",""
"744","HM",2019,"546","",2,2,0.15,0.25,"8/30/2019","H","H",5,5,NA,NA,"37",""
"745","HM",2019,"547","",2,2,0.05,0.6,"8/30/2019","H","H",4,4,NA,NA,"19",""
"746","HM",2019,"548","",2,2,0.2,0.1,"8/30/2019","H","H",2,2,NA,NA,"14",""
"747","HM",2019,"549","",2,2,0.1,0.05,"8/30/2019","H","H",2,2,NA,NA,"18",""
"748","HM",2019,"550","",2,2,0.15,0,"8/30/2019","H","H",2,2,NA,NA,"18",""
"749","HM",2019,"551","",2,2,0.95,0.1,"8/30/2019","H","H",7,7,NA,NA,"33",""
"750","HM",2019,"552","",2,2,0.45,0.1,"8/30/2019","H","H",1,1,NA,NA,"14",""
"751","HM",2019,"553","",3,2,0.25,0.45,"8/30/2019","H","H",3,3,NA,NA,"17",""
"752","HM",2019,"554","",3,2,0.6,0.1,"8/30/2019","H","H",4,4,NA,NA,"23",""
"753","HM",2019,"555","",3,2,0.6,0.05,"8/30/2019","H","H",1,1,NA,NA,"13",""
"754","HM",2019,"556","",3,2,1,1,"8/30/2019","H","H",4,4,NA,NA,"20",""
"755","HM",2019,"557","",3,2,0.5,0.8,"8/30/2019","H","H",3,3,NA,NA,"6",""
"756","HM",2019,"558","",3,2,0.5,0.9,"8/30/2019","H","H",1,1,NA,NA,"7",""
"757","HM",2019,"559","",3,2,0.5,0.5,"8/30/2019","H","H",1,1,NA,NA,"20",""
"758","HM",2019,"560","",4,2,0.25,0.05,"8/30/2019","H","H",5,5,NA,NA,"21",""
"759","HM",2019,"561","",4,2,0.5,0.4,"8/30/2019","D","D",6,0,6,NA,"30",""
"760","HM",2019,"562","",4,2,0.25,0.45,"8/30/2019","H","H",2,2,NA,NA,"17",""
"761","HM",2019,"563","",4,2,0.25,0.05,"8/30/2019","H","H",7,7,NA,NA,"23",""
"762","HM",2019,"564","",4,2,0.25,0.9,"8/30/2019","H","H",1,1,NA,NA,"17",""
"763","HM",2019,"565","",4,2,0.1,0.1,"8/30/2019","H","H",6,6,NA,NA,"19",""
"764","HM",2019,"566","",4,2,0.25,0.6,"8/30/2019","H","H",2,2,NA,NA,"13",""
"765","HM",2019,"567","",4,2,0.65,0.75,"8/30/2019","H","H",2,2,NA,NA,"18",""
"766","HM",2019,"568","",4,1,0.45,0.55,"8/30/2019","H","H",3,3,NA,NA,"15",""
"767","HM",2019,"569","",4,1,0.4,0.75,"8/30/2019","H","H",2,2,NA,NA,"19",""
"768","HM",2019,"570","",4,1,0.45,0.8,"8/30/2019","H","H",2,2,NA,NA,"8",""
"769","HM",2019,"572","",4,1,0.6,0.85,"8/30/2019","H","H",2,2,NA,NA,"19",""
"770","HM",2019,"574","",5,11,0.75,0.75,"9/1/2019","D","D",7,0,7,NA,"43","date not in notebook, inferred from cellphone pictures"
"771","HM",2019,"575","",5,8,0.95,0.8,"9/1/2019","D","D",2,1,1,NA,"33","date not in notebook, inferred from cellphone pictures"
"772","HM",2019,"576","",5,6,0.6,0.35,"9/1/2019","D","D",22,11,11,NA,"43","date not in notebook, inferred from cellphone pictures"
"773","HM",2019,"578","",4,8,0.2,0.75,"9/1/2019","D","D",3,1,2,NA,"28","date not in notebook, inferred from cellphone pictures"
"774","HM",2019,"579","",4,7,0.9,1,"9/1/2019","D","D",8,7,1,NA,"30","date not in notebook, inferred from cellphone pictures"
"775","HM",2019,"580","",8,1,0.05,0.9,"9/1/2019","D","D",22,21,1,NA,"88","date not in notebook, inferred from cellphone pictures"
"776","HM",2019,"581","",5,1,0.4,0.5,"9/1/2019","D","D",8,6,2,NA,"28","date not in notebook, inferred from cellphone pictures"
"777","HM",2019,"582","",3,8,0.55,0.5,"9/1/2019","D","D",1,0,1,NA,"14","date not in notebook, inferred from cellphone pictures"
"778","HM",2019,"583","",5,9,0.6,0.6,"9/1/2019","D","D",7,6,1,NA,"32","date not in notebook, inferred from cellphone pictures"
"779","HM",2019,"584","",3,8,0.55,0.95,"9/1/2019","D","D",8,2,6,NA,"28","date not in notebook, inferred from cellphone pictures"
"780","HM",2019,"585","",4,9,0.25,0.8,"9/1/2019","D","D",15,14,1,NA,"44","date not in notebook, inferred from cellphone pictures"
"781","HM",2019,"586","",5,11,0.55,0.65,"9/1/2019","D","D",1,0,1,NA,"22","date not in notebook, inferred from cellphone pictures"
"782","HM",2019,"587","",5,10,0.1,0.1,"9/1/2019","D","D",22,13,9,NA,"31","date not in notebook, inferred from cellphone pictures"
"783","HM",2019,"588","",5,13,0.4,0.05,"9/1/2019","D","D",7,4,3,NA,"42","date not in notebook, inferred from cellphone pictures"
"784","HM",2019,"589","",6,12,0.5,0.9,"9/1/2019","D","D",9,8,1,NA,"30","date not in notebook, inferred from cellphone pictures"
"785","HM",2019,"590","",3,2,0.8,0.75,"8/30/2019","H","H",3,3,NA,NA,"6",""
"786","HM",2019,"?1","",5,11,0.9,0.25,"9/1/2019","D","D",7,6,1,NA,"24","date not in notebook, inferred from cellphone pictures, duplicate 571?"
"787","HM",2019,"?2","",4,1,0.65,0.7,"8/30/2019","H","H",1,1,NA,NA,"15","duplicate 571?"
"788","BT",2020,"85","",2,0,0.86,0.1,"6/17/2020","H","H",13,13,0,NA,"16.5",""
"789","BT",2020,"86","",3,0,0.75,0.25,"6/17/2020","D","D",40,29,11,NA,"42",""
